uid,treatment,testidx,data,scores
257,1,"1,0,5,4,2,3","[[""down"",""right"",""down"",""up"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""left"",""down"",""up"",""down"",""down"",""down"",""down"",""up"",""up"",""up"",""up"",""down"",""down"",""right"",""left"",""down"",""up"",""down"",""up""],[""down"",""left"",""down"",""up"",""left"",""up"",""down"",""right"",""right"",""left"",""right"",""down"",""up"",""left"",""left"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""down"",""right"",""down"",""up"",""left"",""right"",""down"",""right"",""up"",""left"",""left"",""down"",""right"",""up"",""up"",""down"",""down"",""up""],[""down"",""down"",""left"",""left"",""left"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""up"",""down"",""left"",""left"",""up"",""up"",""right"",""right"",""down"",""down"",""left"",""left"",""down"",""up"",""up"",""up"",""down"",""left"",""left""]]","[99,857,896,959,989,878,848]"
258,1,"4,3,0,5,1,2","[[""down"",""right"",""left"",""right"",""left"",""right"",""down"",""up"",""left"",""right""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""up"",""right"",""down"",""left"",""left"",""right"",""left""],[""up"",""left"",""right"",""left"",""left"",""right"",""left"",""right"",""left"",""up"",""left"",""right"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""left"",""left"",""right"",""left"",""up"",""left"",""right"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""down"",""up"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""down"",""up"",""up"",""down"",""right"",""left"",""down""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""]]","[99,916,889,952,803,930,870]"
259,1,"0,3,1,4,5,2","[[""right"",""right"",""down"",""right"",""right"",""down"",""down"",""up"",""up"",""up""],[""right"",""up"",""up"",""right"",""up"",""down"",""up"",""down"",""up"",""down"",""right"",""down"",""up"",""down"",""right"",""up"",""right"",""down"",""down"",""up""],[""right"",""up"",""right"",""right"",""right"",""right"",""down"",""up"",""down"",""up"",""up"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""down"",""up""],[""right"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""right"",""down"",""right"",""down"",""right"",""down"",""right"",""up"",""down"",""up"",""up"",""down""],[""right"",""down"",""right"",""down"",""down"",""right"",""down"",""right"",""right"",""up"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""up"",""down"",""up""],[""right"",""right"",""right"",""down"",""down"",""right"",""right"",""down"",""down"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""down"",""down"",""down"",""down""],[""down"",""down"",""down"",""up"",""right"",""right"",""right"",""down"",""down"",""right"",""up"",""right"",""down"",""up"",""up"",""down"",""down"",""up"",""down"",""up""]]","[72,644,594,751,1011,705,895]"
260,2,"1,0,4,2,3,5","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""right""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""down"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""left"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""left"",""up"",""up"",""down""],[""down"",""down"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""down"",""left"",""right"",""up"",""right""]]","[100,923,853,655,870,823,788]"
261,0,"5,3,2,1,4,0","[[""right"",""right"",""right"",""right"",""right"",""down"",""right"",""right"",""down"",""right""],[""right"",""right"",""right"",""up"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left""],[""right"",""right"",""up"",""right"",""right"",""right"",""up"",""up"",""left"",""right"",""down"",""down"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left""],[""right"",""right"",""up"",""right"",""right"",""up"",""down"",""right"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left""],[""right"",""right"",""right"",""left"",""left"",""right"",""up"",""up"",""up"",""up"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""left"",""left"",""left""],[""right"",""right"",""up"",""down"",""down"",""down"",""right"",""down"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left""],[""right"",""right"",""up"",""up"",""up"",""right"",""right"",""right"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""right""]]","[56,662,724,698,649,678,848]"
262,2,"0,5,1,2,3,4","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""left"",""left"",""left"",""left"",""up"",""up"",""up"",""down"",""up"",""up"",""right"",""left"",""up"",""right"",""down"",""up"",""down"",""up"",""left"",""right""],[""left"",""left"",""left"",""down"",""down"",""down"",""left"",""down"",""up"",""right"",""right"",""left"",""left"",""down"",""up"",""down"",""right"",""left"",""up"",""down""],[""down"",""down"",""down"",""right"",""right"",""left"",""right"",""down"",""right"",""right"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""right"",""down"",""up""]]","[100,840,776,930,1322,1437,1300]"
263,2,"3,0,5,1,2,4","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""left"",""right"",""left"",""up"",""up"",""right"",""left"",""right""],[""down"",""left"",""left"",""up"",""down"",""up"",""down"",""up"",""left"",""right"",""down"",""up"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""up""],[""down"",""left"",""left"",""right"",""down"",""right"",""down"",""left"",""up"",""up"",""left"",""up"",""down"",""down"",""down"",""left"",""left"",""down"",""up"",""right""],[""down"",""down"",""left"",""left"",""left"",""down"",""down"",""left"",""right"",""up"",""down"",""left"",""right"",""up"",""down"",""left"",""right"",""up"",""down"",""up""],[""down"",""left"",""left"",""down"",""down"",""up"",""up"",""up"",""left"",""down"",""down"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""down"",""right"",""right"",""right"",""right"",""down"",""right"",""up"",""down"",""left"",""up"",""down"",""right"",""left"",""up"",""down"",""right"",""left""]]","[100,835,854,906,1275,879,1486]"
264,0,"4,2,0,3,5,1","[[""down"",""down"",""down"",""down"",""down"",""down"",""up"",""up"",""up"",""up""],[""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""right"",""down"",""left"",""down"",""down"",""up"",""up"",""up"",""right"",""right"",""right""],[""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""left"",""left"",""down"",""down"",""down"",""right"",""down"",""left"",""down""],[""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""down"",""up"",""right"",""down"",""left"",""right"",""up"",""left"",""down"",""right"",""left""],[""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""right"",""down"",""left"",""down"",""up"",""up"",""right"",""down"",""left"",""down"",""up""],[""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""down"",""left"",""left"",""left"",""down"",""up"",""up"",""right""],[""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""right"",""down"",""left"",""down"",""down"",""up"",""up"",""up"",""right"",""down"",""left""]]","[67,888,870,1456,853,807,1175]"
265,2,"2,1,0,4,3,5","[[""right"",""down"",""right"",""down"",""right"",""right"",""left"",""right"",""left"",""up""],[""down"",""left"",""down"",""up"",""down"",""up"",""right"",""left"",""down"",""up"",""left"",""right"",""left"",""down"",""right"",""up"",""left"",""right"",""down"",""up""],[""down"",""left"",""down"",""right"",""up"",""down"",""up"",""down"",""up"",""down"",""left"",""left"",""up"",""right"",""left"",""down"",""right"",""left"",""right"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""left"",""right"",""down"",""right"",""right"",""left"",""right"",""left"",""up"",""left"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""right"",""right"",""right"",""left"",""left"",""right"",""right"",""left"",""down"",""left"",""right"",""left"",""right"",""left"",""down"",""up"",""up"",""right"",""left"",""right""],[""left"",""left"",""down"",""up"",""down"",""right"",""left"",""up"",""down"",""right"",""left"",""up"",""up"",""down"",""up"",""down"",""down"",""up"",""down"",""up""]]","[85,864,890,840,836,766,898]"
266,2,"2,0,1,3,4,5","[[""right"",""down"",""right"",""right"",""down"",""right"",""right"",""left"",""right"",""left""],[""left"",""left"",""up"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""up"",""up"",""left"",""up""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""left"",""left"",""up"",""left"",""up"",""down"",""up"",""up"",""up"",""up"",""left"",""up"",""down""],[""down"",""down"",""left"",""left"",""up"",""up"",""left"",""up"",""up"",""up"",""up"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""left"",""up"",""left"",""up"",""up"",""right"",""left"",""left"",""up"",""left"",""up"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""down"",""right"",""right"",""left"",""right"",""up"",""left"",""down"",""right"",""left"",""left"",""left"",""left"",""left"",""left"",""right"",""left"",""right""],[""left"",""left"",""up"",""up"",""up"",""up"",""left"",""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""]]","[91,810,1025,1309,1021,776,1223]"
267,1,"4,1,0,5,3,2","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""up"",""down"",""down"",""up"",""down"",""left"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""up"",""down"",""left"",""left"",""up"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""]]","[100,780,930,840,876,909,878]"
268,0,"0,4,3,2,5,1","[[""down"",""up"",""down"",""down"",""down"",""down"",""down"",""up"",""up"",""up""],[""up"",""up"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""up"",""up"",""up"",""down"",""down"",""down"",""right"",""right"",""left""],[""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""left"",""left"",""left"",""left"",""left"",""right"",""up"",""up"",""down"",""down"",""down""],[""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""right"",""right"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""right""],[""down"",""down"",""down"",""down"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""down"",""right"",""right"",""right"",""right"",""right"",""down"",""down""],[""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up""],[""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""up""]]","[65,637,566,734,616,810,648]"
269,0,"0,2,5,4,3,1","[[""down"",""right"",""left"",""right"",""up"",""down"",""left"",""right"",""left"",""down""],[""down"",""down"",""left"",""up"",""left"",""up"",""right"",""down"",""left"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""down"",""left"",""right"",""down""],[""left"",""down"",""right"",""down"",""left"",""left"",""down"",""left"",""down"",""left"",""up"",""right"",""up"",""down"",""left"",""up"",""down"",""down"",""right"",""left""],[""down"",""left"",""left"",""up"",""up"",""right"",""up"",""up"",""right"",""up"",""down"",""left"",""down"",""down"",""left"",""down"",""down"",""right"",""down"",""down""],[""left"",""down"",""left"",""up"",""right"",""down"",""right"",""down"",""left"",""left"",""down"",""left"",""up"",""left"",""down"",""down"",""right"",""up"",""left"",""right""],[""right"",""right"",""down"",""left"",""down"",""right"",""right"",""left"",""left"",""right"",""down"",""up"",""up"",""up"",""right"",""down"",""down"",""down"",""right"",""right""],[""down"",""left"",""down"",""right"",""up"",""left"",""left"",""up"",""right"",""down"",""down"",""left"",""right"",""right"",""up"",""left"",""up"",""left"",""down"",""down""]]","[95,703,885,802,835,823,827]"
270,0,"0,2,3,5,4,1","[[""down"",""right"",""left"",""right"",""down"",""down"",""up"",""up"",""left"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""left"",""right"",""right"",""left"",""up"",""up"",""up"",""left"",""down"",""up"",""up"",""left"",""down"",""right"",""right"",""left"",""up"",""down"",""right"",""right""],[""up"",""up"",""up"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""left"",""left"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[97,840,475,917,912,940,930]"
